symbol_number,name_in_hebrew,name_in_english,name_in_arabic,name_in_russian,Distance_From_Lebanon_Border,Distance_From_GazaStrip_Border,Distance_From_Syria_Border,Latitude,Longitude
1323,בת הדר ,BAT HADAR ,بات هَدار,,167340.0,10870.0,164050,32.213668762413654,34.816189983058536
1324,ארסוף ,ARSUF ,أرسوف,,101300.0,75100.0,106720,31.621528524313725,34.92556375991534
1325,כפר זוהרים ,KEFAR ZOHARIM ,كفار زوهريم,,163960.0,35080.0,147660,32.47266416121339,35.09323455147864
1326,"בסמ""ה ",BASMA ,بسمة,Басма,65520.0,111130.0,79870,32.54534873865573,35.15221134970062
1327,מעלה עירון ,MA'ALE IRON ,طلعة عارة (مَعلي عيرون),,58090.0,124720.0,58340,31.347162140018987,35.06016797963286
1330,אחוזת ברק ,AHUZZAT BARAQ ,أحُزات بَراك,Ахузат Барак,45840.0,140940.0,41340,32.64374033956707,35.33736862700888
1331,כמאנה ,KAMMANA,الكمانة,,16520.0,166050.0,43460,32.908516314391896,35.34202566196973
1332,חוסנייה ,HUSSNIYYA ,الحسنية,,17700.0,164430.0,44640,32.901470644151836,35.316994084988494
1333,נוף איילון ,NOF AYYALON ,نوف أيَلون,,136010.0,53970.0,121590,31.86606654405478,34.986511671470865
1334,ראס אל-עין ,RAS AL-EIN ,رأس العين,,87480.0,98880.0,76680,32.914069168551755,35.372197325453
1335,ערב אל נעים ,ARRAB AL NAIM ,عرب النعيم,,20830.0,163450.0,39130,32.887951699948175,35.29053742761502
1336,אירוס ,IRUS ,إيروس,,132920.0,45670.0,129790,31.928189313705214,34.77620012983938
1337,שמשית ,SHIMSHIT ,شِمشيت,,37380.0,144830.0,48290,32.73306014177541,35.246640422613005
1338,כדיתה ,KADDITA ,كديتا,,39140.0,150080.0,33610,33.00596445021448,35.463780532967135
1339,אל-עזי ,AL-AZY ,العزي,,41620.0,143850.0,41590,31.7225810777817,34.798142955858786
1340,מרחב עם ,MERHAV AM ,مِرحاڤ عام,,245680.0,62700.0,224260,30.88805311372414,34.828932089474904
1341,רוח מדבר ,RUAH MIDBAR ,رووَح مِدبار,,236820.0,48920.0,218570,30.98128100626503,34.733092348428386
1342,אבו קרינאת (יישוב) ,ABU QUREINAT ,أبو قرينات,,205910.0,60710.0,181560,31.140548634294994,34.963079063345255
1343,מכחול ,MAKCHUL ,مكحول,,197890.0,55590.0,174210,31.288771327554475,35.07566194179441
1344,גבעות בר ,GEVA'OT BAR ,چِڤعوت بار,,195470.0,26670.0,180950,31.3563733432274,34.75851637311875
1345,צור יצחק ,ZUR YIZHAQ ,تْسور يِتسحاك,,94950.0,86140.0,91020,32.240667226548716,34.99749014122983
1346,תראבין א-צאנע(ישוב) ,TARABIN AS-SANI ,ترابين الصانع,,156070.0,63960.0,131280,31.34433457400636,34.73857549491099
1347,קצר א-סר ,KASR AS-SIRR,قصر السر,,70010.0,109430.0,74240,31.079122373117748,34.98309511751698
1348,ביר הדאג' ,BIR HADAGE ,بئر هداج,Бир-Хададж,232810.0,43800.0,215790,31.02619818091863,34.711660517476965
1349,דריג'את ,DERIG'AT ,دريجات,Дриджат,196530.0,54910.0,172940,31.30041575321978,35.07624428423623
1358,אום בטין ,UMM BATIN ,أم بطين,,69080.0,110610.0,72990,31.272313731030145,34.88444641827156
1359,אל סייד ,AL SAYYID ,السيد,,176620.0,43450.0,155900,31.284894873090956,34.913819451483825
1360,סעוה ,SA'WA ,سعوة,,187870.0,3710.0,182850,inf,inf
1361,בת חן ,BAT HEN ,بات حين,,84260.0,92080.0,93870,32.36027301230402,34.87191958863131
1362,גבעות עדן ,GIV'OT EDEN ,چِڤعوت عيدِن,,158030.0,44480.0,139410,inf,inf
1363,בני נצרים ,BENE NEZARIM ,بني نِتَسريم,,228720.0,9850.0,224230,31.14268969287979,34.31444693075157
1364,שלומית ,SHLOMIT ,شلوميت,,226520.0,7080.0,222700,31.169403001305213,34.30488328191693
1365,אליאב ,ELIAV ,إليآڤ,,38300.0,178020.0,5990,31.5310134592131,34.93337739731385
1366,נווה ,NAVE ,نَڤي,,226340.0,8880.0,221790,31.16197923478657,34.33039849094633
1367,כחלה ,KOCHLEA ,كحلة,,20870.0,172780.0,28350,31.28856451057407,35.05171145053445
1368,בני דקלים ,BNE DKALIM ,بني دكليم,,114560.0,63420.0,113780,31.5183467858633,34.91771726916268
1369,נטע ,NETA ,نيتع,,179760.0,34830.0,161310,31.47636448869523,34.925840660326344
1370,מצפה אילן ,MITSPE ILAN ,مِتْسپي إيلان,,2690.0,174310.0,62040,32.461288367215275,35.06892348465995
1371,גני טל ,GANNE TAL ,چَني تال,,147770.0,34660.0,140190,31.788212775170276,34.79249207719554
1372,נצר חזני ,NEZER HAZZANI ,نيتْسِر حَزَني,,143010.0,41800.0,133070,31.821084905920614,34.862631017870335
1374,כרמי קטיף ,KARME QATIF ,كرمي كَتيف,,173310.0,32750.0,156200,30.833046400213043,34.73645072786255
1375,אבו תלול ,ABU TULUL ,أبو تلول,,216770.0,54480.0,195390,31.184358805966937,34.93541517101938
1376,באר גנים ,BEER GANNIM ,بِئير چنيم,,161460.0,16020.0,158970,31.69992857833573,34.60929627453646
1377,שבי דרום ,SHAVE DAROM ,شَڤي دَروم,,185800.0,10100.0,177230,inf,inf
1378,שיזף ,SHEZAF ,شزاف,,249420.0,50780.0,232930,31.001637635145137,34.765573144301285
1419,ניצן ב' ,NIZZAN B ,نِتْسان بيت,,156890.0,20720.0,154300,31.73487964238814,34.63286375529723
2002,תנובות ,TENUVOT ,تْنوڤوت,,88460.0,90430.0,89610,32.30697187644405,34.9629702984204
2003,תלמי אלעזר ,TALME EL'AZAR ,تَلمي إلعَزار,,72920.0,104790.0,80900,32.4468188293118,34.978500627684255
2006,כנות ,KANNOT ,كَنوت,,147040.0,33430.0,141480,31.80264973950983,34.75187208203437
2008,שדה יצחק ,SEDE YIZHAQ ,سْدي يِتسحاك,Сде-Ицхак,77150.0,101460.0,81510,32.40480171542561,34.99482489685534
2009,יובל ,YUVAL ,يوڤال,,730.0,210600.0,17080,33.24478721908998,35.59769041731518
2010,כפר בן נון ,KEFAR BIN NUN ,كفار بين نون ,,137300.0,50560.0,124600,31.861296089597257,34.94701071472233
2011,ינון ,YINNON ,يِنون,,152910.0,30220.0,144650,31.74247331526185,34.781684415659335
2012,אורות ,OROT ,أوروت,,153940.0,27250.0,147600,31.742453924519975,34.735152858299294
2013,בן שמן (מושב) ,BEN SHEMEN (MOSHAV) ,بين شيمِن,Бен-Ше́мен,127640.0,56610.0,118250,31.95219888092468,34.92166451360378
2014,גבעולים ,GIV'OLIM ,چِڤعوليم,,194370.0,13340.0,186110,31.39651525293786,34.59089569255777
2015,שדי חמד ,SEDE HEMED ,سْدِي حيمِد,,104750.0,75710.0,100810,32.1603215133311,34.94449155376585
2016,רוויה ,REWAYA ,رِڤَيا,,67820.0,132160.0,42680,32.44790156347146,35.47177358086969
2018,גבעת חיים (איחוד) ,GIV'AT HAYYIM (IHUD) ,چِڤعات حَييم (إحود),,70870.0,107920.0,76490,32.39944770909547,34.93316916345087
2021,אשל הנשיא ,ESHEL HANASI ,إيشِل هنَسي,,189520.0,35900.0,170720,31.32540743005027,34.697274778146586
2023,להב ,LAHAV ,لاهَڤ,,191230.0,33550.0,173430,31.379086576645594,34.869485107800216
2024,אום אל-קוטוף ,UMM AL-QUTUF ,أم القطف,,69120.0,122830.0,52450,32.467798024353684,35.05920445664734
2026,ירדנה ,YARDENA ,يرْدينا,,56990.0,147450.0,27400,32.56472471413967,35.564499636276295
2029,מדרך עוז ,MIDRAKH OZ ,مِدراخ عوز,,54360.0,127550.0,58950,32.59507068425616,35.15911172839046
2030,מנוחה ,MENUHA ,مِنوحا,,162230.0,23680.0,152350,31.65660635301234,34.77586740325679
2033,בית חלקיה ,BET HILQIYYA ,بيت حِلْكِيا,,146970.0,36220.0,138610,31.79193468836013,34.811811303725136
2034,חצור הגלילית ,HAZOR HAGELILIT ,حتْسور هچليليت,Хацор-ха-Глилит,12550.0,182810.0,29780,32.98317289823253,35.54529619447891
2035,עדנים ,ADANIM ,عَدَنيم,,107470.0,71930.0,104930,32.14012315585845,34.90525582277335
2038,ברקת ,BAREQET ,بريكِت,Барекет,120450.0,63240.0,111730,32.01527398558799,34.94551302435199
2042,עין גדי ,EN GEDI ,عين چيدي,,177750.0,78240.0,147930,31.461416631063965,35.39428403818858
2043,בחן ,BAHAN ,باحَن,,82540.0,97530.0,82360,32.35089856853732,35.01981365119057
2044,מלילות ,MELILOT ,مِليلوت,,194990.0,14170.0,186480,31.39055793973518,34.59506901936142
2045,נחלה ,NAHALA ,نَحَلا,,161850.0,25230.0,151230,31.658879822826776,34.794871095469006
2046,סגולה ,SEGULA ,سْچُلا,,160820.0,24810.0,151010,31.670838286005047,34.779583858071575
2047,ניר משה ,NIR MOSHE ,نير مُشي,,184700.0,8740.0,176600,31.47755105960275,34.63111333818396
2048,ניר עקיבא ,NIR AQIVA ,نير عكيڤا,,185110.0,10430.0,176310,31.469933928754593,34.646709155975785
2049,שדה צבי ,SEDE ZEVI ,سْدي تْسڤي,,186150.0,16780.0,174720,31.449947698309128,34.71197141608748
2050,"תלמי ביל""ו ",TALME BILU ,تَلمي بيلو,,188720.0,12490.0,179410,31.43804289849794,34.645988448645724
2051,רווחה ,REWAHA ,رِڤَحا,,164000.0,19810.0,155610,31.649515679796014,34.733580005865974
2052,אביטל ,AVITAL ,أڤيتال,Авиталь,55550.0,131530.0,47530,32.557436799629585,35.30449458273671
2053,פרזון ,PERAZON ,پْرَزون,,56810.0,130690.0,47810,32.54582399497974,35.31040480717935
2054,מיטב ,METAV ,ميتاڤ,,56850.0,130200.0,48580,32.54561136154688,35.300430183420445
2055,מאור ,MA'OR ,مَؤور,,74740.0,104010.0,79390,32.42422756529333,35.00555611289206
2057,שדי תרומות ,SEDE TERUMOT ,سْدي تروموت,,68850.0,132250.0,42660,32.43898643466074,35.48598227628121
2059,"פעמי תש""ז ",PA'AME TASHAZ ,پَعَمي تَشاز,,3510.0,178550.0,48100,31.44025752565801,34.69324102487287
2060,ברוש ,BEROSH ,بْروش,,196160.0,17770.0,186060,31.370567568170284,34.631850710308335
2061,תדהר ,TIDHAR ,تِدهار,,195410.0,16670.0,185660,31.378502714532683,34.626734294863816
2062,תאשור ,TE'ASHUR ,تِأشور,,195880.0,18170.0,185470,31.37152629278715,34.64376330883913
2063,דישון ,DISHON ,ديشون,,1580.0,190990.0,28420,33.08212105177445,35.51881143275531
2064,זרועה ,ZERU'A ,زروعا,,186900.0,9450.0,178690,31.4585282848473,34.624419953185956
2100,טירת כרמל ,TIRAT KARMEL ,تيرات كرميل,Тират-Кармель,38970.0,136910.0,73980,32.765835835149396,34.96861060269663
2200,דימונה ,DIMONA ,دير رافات,Димона,222490.0,67660.0,198300,31.06834604248898,35.02784052858235
2300,קרית טבעון ,QIRYAT TIV'ON ,كِريات تِڤعون,Кирьят-Тивон,41400.0,137690.0,59770,32.71149067055705,35.126295652758905
2400,אור יהודה ,OR YEHUDA ,أور يِهودا,Ор-Йехуда,120420.0,59200.0,116510,32.02795607307461,34.85650566372966
2500,נשר ,NESHER ,نيشِر,,36400.0,140200.0,67470,32.76986003988889,35.04316086022792
2530,באר יעקב ,BE'ER YA'AQOV ,بِئير يعكوڤ,Беэр-Яаков,130450.0,50380.0,124680,31.939170941961972,34.839309314014734
2550,גדרה ,GEDERA ,چِدِرا,Гедера,145530.0,35850.0,139010,31.81115884057827,34.77948001441144
2560,ערד ,ARAD ,عَراد,,199750.0,68770.0,172920,31.25574780555445,35.2117337713173
2600,אילת ,ELAT ,إيلات,Эйлат,390230.0,195910.0,362360,29.54890105599845,34.941605502202925
2610,בית שמש ,BET SHEMESH ,بيت شيمِش,Бейт-Шемеш,151070.0,45180.0,134140,31.712441008578168,34.99688660110621
2620,קרית אונו ,QIRYAT ONO ,كِريات أونو,Кирьят Оно,117140.0,61950.0,114220,32.05919708554069,34.85861255894094
2630,קרית גת ,QIRYAT GAT ,كِريات چات,Кирьят-Гат,167590.0,20160.0,157260,31.61110797036945,34.760835917540724
2640,ראש העין ,ROSH HAAYIN ,روش هعايِن,Рош-ха-Аин,111510.0,70800.0,104590,32.09442583183333,34.96178723398341
2650,רמת השרון ,RAMAT HASHARON ,رَمات هشَرون,Рамат ха-Шарон,108650.0,68850.0,109570,32.14070569927646,34.83402866301069
2660,יבנה ,YAVNE ,يَڤني,Явне,139520.0,38770.0,136520,31.880336578120424,34.73542122289215
2710,אום אל-פחם ,UMM AL-FAHM ,أم الفحم,Умм-эль-Фахм,69120.0,122830.0,52450,32.52106441383679,35.148655348585265
2720,טירה ,TIRE ,الطيرة,Тира,96430.0,83200.0,94830,32.23408778405016,34.95662788221491
2730,טייבה ,TAYIBE ,الطيبة,,92090.0,89000.0,88520,32.26181351634985,35.0054487918126
2742,זבארגה (שבט) ,ZABARGA ,الزبارقة,,204850.0,56010.0,181640,31.241392214637408,35.03117202013974
2800,קרית שמונה ,QIRYAT SHEMONA ,كِريات شـمونا,Кирьят-Шмона,3070.0,205950.0,20540,33.206082263958855,35.57111026606493
3000,ירושלים ,JERUSALEM ,أورشليم القدس,Иерусалим,142300.0,66930.0,119010,31.7809962240408,35.21212054517266
3400,חברון ,Hebron,الخليل,,171310.0,50040.0,149070,31.530100178706384,35.09306518549322
3488,כפר עציון ,KEFAR EZYON ,كفار عِتْسيون,,157710.0,53390.0,136080,31.64924158869954,35.11542668309508
3555,נתיב הגדוד ,NETIV HAGEDUD ,نِتيڤ هچدود,,36400.0,140200.0,67470,31.9883570464957,35.445250587793325
3556,אלמוג ,ALMOG ,ألموچ,Альмог,140750.0,89120.0,110050,31.785704612007052,35.46140647819281
3557,קדומים ,QEDUMIM ,كْدوميم,,95420.0,92990.0,81970,32.21364430102749,35.15514905993919
3558,תומר ,TOMER ,تومِر,,115050.0,98080.0,86260,32.01853344227384,35.4392052729882
3560,אלקנה ,ELQANA ,إلكنا,Элькана,108730.0,76870.0,98130,32.109714625528305,35.036715910093385
3561,מגדל עוז ,MIGDAL OZ ,مِچدال عوز,,158400.0,55680.0,135890,31.63926663271031,35.14347904923408
3563,תקוע ,TEQOA ,تْكووَع,,156070.0,63960.0,131280,31.653136095521432,35.22934201579393
3564,כוכב השחר ,KOKHAV HASHAHAR ,كوخاڤ هشاحَر,,121370.0,87460.0,95440,31.960824081583656,35.34968150387384
3565,רימונים ,RIMMONIM ,الرينة,,124350.0,85260.0,98460,31.93405112274161,35.34065460927115
3566,יפית ,YAFIT ,يَفيت,,110340.0,103590.0,80470,32.063166846552186,35.47397598836726
3567,סלעית ,SAL'IT ,سلعيت,,94120.0,89190.0,87010,32.242382503690585,35.04991274572675
3568,ריחן ,REHAN ,ريحان,,68470.0,114300.0,66390,32.46828957856254,35.136315168736175
3569,מבוא דותן ,MEVO DOTAN ,مِڤو دوتان,,72650.0,111870.0,66020,32.42015429638789,35.17549939381061
3570,אריאל ,ARI'EL ,أريئيل,Ариэль,106790.0,85880.0,89240,32.106282000773824,35.176962753240765
3571,שבי שומרון ,SHAVE SHOMERON ,شَڤي شومرون,,89470.0,98850.0,76220,32.26348368607074,35.18520686446753
3572,כפר תפוח ,KEFAR TAPPUAH ,كفار تَڤور,,104510.0,90980.0,84650,32.11950454987328,35.24984384759457
3573,נוה צוף ,NEVE TSUF ,نِڤي تسوف,,167450.0,15230.0,160020,32.006236345702334,35.125518017956665
3574,בית אל ,BET EL ,بيت إيل,Бейт-Эль,124250.0,76390.0,102640,31.941432215310957,35.2210989331735
3575,בית חורון ,BET HORON ,بيت حورون,,132510.0,64870.0,113380,31.879784413248476,35.12348979470661
3576,מצפה יריחו ,MIZPE YERIHO ,مِتْسپي يِريحو,Мицпе-Йерихо,2690.0,174310.0,62040,31.815732375327332,35.39410391738449
3578,שדמות מחולה ,SHADMOT MEHOLA ,شَدْموت مِحولا,,79760.0,127760.0,49220,32.34599725781468,35.534730554003225
3579,אלון מורה ,ELON MORE ,إلون موري,Элон-Море,90920.0,105640.0,69600,32.23262559918299,35.33302468308401
3598,ארגמן ,ARGAMAN ,أرچمان,,98780.0,114420.0,67480,32.17259428746508,35.521887275563664
3599,מחולה ,MEHOLA ,مِحولا,,62090.0,120210.0,62890,32.36536072174823,35.51570440394998
3601,קליה ,QALYA ,كَلْيا,,144850.0,88440.0,113880,31.750495564620955,35.46694915989083
3602,ראש צורים ,ROSH ZURIM ,روش تْسوريم,,155580.0,54680.0,133880,31.66742884012645,35.12406845378079
3603,הר גילה ,HAR GILLO ,هار چيلو,,148980.0,60540.0,126530,31.724340278716678,35.16566859463104
3604,אלון שבות ,ALLON SHEVUT ,ألون شْڤوت,Алон-Швут,156990.0,54500.0,135110,31.65706145169866,35.12393670176494
3605,משואה ,MASSU'A ,مَسوؤة,,105010.0,108050.0,74740,32.112809895606695,35.49067891205599
3606,גלגל ,GILGAL ,چِلچال,,163710.0,28600.0,150490,31.999373410158075,35.44535187985653
3607,"ייט""ב ",YITAV ,يِيتاڤ,,122870.0,92800.0,94180,31.947486008210117,35.42484816171776
3608,מעלה אפרים ,MA'ALE EFRAYIM ,مَعلي إفرايِم,,109070.0,98650.0,82100,32.06992759765505,35.40503248743557
3609,חמרה ,HAMRA ,حمرا,,95060.0,109730.0,68120,32.20013224213761,35.43758412823082
3610,מצפה שלם ,MIZPE SHALEM ,مِتْسپي شَليم,,276200.0,84610.0,253670,31.568182325568017,35.40178466080459
3611,קרית ארבע ,QIRYAT ARBA ,كِريات أرباع,Кирьят-Арба,170870.0,52360.0,148000,31.54231073077951,35.1205785339503
3612,בקעות ,BEQA'OT ,بِكَعوت,,90300.0,114230.0,63020,32.24364933858708,35.45256529615389
3613,גיתית ,GITTIT ,چِتيت,,105740.0,100070.0,79400,32.102034764636336,35.39758738772805
3614,מכורה ,MEKHORA ,مِخورا,,98780.0,106510.0,71950,32.16462008182359,35.4230147752185
3615,פצאל ,PEZA'EL ,پِتْسَئيل,,112270.0,99880.0,83530,32.04455679210029,35.44270556777763
3616,מעלה אדומים ,MA'ALE ADUMMIM ,مَعلي أدُميم,Маале-Адумим,141830.0,74460.0,115880,31.78404461931823,35.313374414467454
3617,עופרה ,OFRA ,عُفرا,,122620.0,80080.0,99790,31.95383927034043,35.261487349944744
3618,אלעזר ,EL'AZAR ,إلعَزار,,156100.0,56090.0,133830,31.659514405586872,35.14336040343909
3619,רועי ,RO'I ,روعي,,90160.0,117200.0,61020,32.248253115521955,35.483779829274056
3620,נערן ,NA'ARAN ,نَعَران,,135470.0,47230.0,127650,31.967311081678215,35.45561785708205
3638,כפר אדומים ,KEFAR ADUMMIM ,كفار أدُميم,Кфар-Адумим,136410.0,79350.0,109790,31.82562766484526,35.32919059498235
3639,ורד יריחו ,WERED YERIHO ,ڤيرِد يِريحو,,136330.0,87870.0,106690,31.8263751479411,35.43601890568391
3640,קרני שומרון ,QARNE SHOMERON ,كرني شومرون,,101390.0,85390.0,89630,32.17220239193003,35.096148636911785
3641,שילה ,SHILO ,شيلو,,111370.0,89360.0,88530,32.05330291624424,35.29778943200512
3643,חיננית ,HINNANIT ,حِنَنيت,,66250.0,117290.0,62700,32.48058695675002,35.17217326835816
3644,גבעון החדשה ,GIV'ON HAHADASHA ,چِڤعون هحدشا,Гивон-ха-Хадаша,135330.0,65570.0,114710,31.848170093815213,35.158698963676834
3645,בית הערבה ,BET HAARAVA ,بيت هعَرَڤا,,138550.0,91210.0,107470,31.808303446597897,35.47779099416925
3646,חמדת ,NAHAL HEMDAT ,حِمدات,,90200.0,120140.0,59220,32.25119336712454,35.52658402966302
3647,יקיר ,YAQIR ,يَكير,,103150.0,84950.0,89940,32.148949202037066,35.113358343859254
3648,מתתיהו ,MATTITYAHU ,مَتِتْياهو,,128640.0,61780.0,113550,31.929578797059964,35.034632908914304
3649,שקד ,SHAQED ,شَكيد,,67070.0,116460.0,63370,32.47382599428963,35.16876140915344
3650,אפרת ,EFRAT ,إفرات,Эфрат,156070.0,57320.0,133400,31.652733536903305,35.149004354769
3651,מעלה מכמש ,MA'ALE MIKHMAS ,مَعلي مِخماس,,130530.0,79400.0,105340,31.879342333400487,35.30608007003266
3652,בית אריה ,BET ARYE ,بيت أرْيي – عُفَريم,Бейт-Арье-Офарим,116790.0,71520.0,103310,32.03908265637836,35.04821822653605
3653,מעלה עמוס ,MA'ALE AMOS ,مَعلي عموس,,162340.0,63170.0,137090,31.596404656909172,35.229875247614764
3654,ברקן ,BARQAN ,بركان,Баркан,107950.0,80860.0,93980,32.10784858596857,35.10800068653828
3655,"ניל""י ",NILI ,نين,,124750.0,65260.0,109860,31.964772978647254,35.04802622764941
3656,כרמל ,KARMEL ,كرميل,,180950.0,59710.0,155750,31.429990380100048,35.18376088177906
3657,מעון ,MA'ON ,مَعون,,183130.0,58270.0,158280,31.409089867212646,35.16029717646908
3658,עטרת ,ATERET ,عتيرِت,,118400.0,77000.0,99390,32.00034815594086,35.176457640867255
3659,פסגות ,PESAGOT ,پْسَچوت,,128950.0,73840.0,106740,31.898534928210946,35.2253174911124
3660,עמנואל ,IMMANU'EL ,عِمَنوئيل,,101440.0,87340.0,87520,32.161619518409296,35.139402929856786
3709,מבוא חורון ,MEVO HORON ,مِڤو حورون,Мево-Хорон,137430.0,56010.0,120820,31.849939505592037,35.03498728281398
3710,ברכה ,BERAKHA ,بْرَخا,Браха,96160.0,97910.0,77120,32.19287602950212,35.2653862033995
3712,ענב ,ENAV ,عِناڤ,,88290.0,97180.0,78640,32.28598658205556,35.1273296434501
3713,"נעמ""ה ",NAAMA ,نَعَما,,124450.0,66310.0,108970,31.907367744816973,35.46640667787367
3715,עלמון ,ALMON ,علمون,,4290.0,187270.0,30640,31.83017748874445,35.29407449040707
3717,חרמש ,HERMESH ,حِرميش,,73640.0,109260.0,70180,32.42364842414517,35.11876649461913
3719,תלם ,TELEM ,تيلِم,,168490.0,44120.0,148250,31.56456400265623,35.030989078054645
3722,אשכולות ,ESHKOLOT ,إشكولوت,Эшколот,189520.0,35900.0,170720,31.391046973854365,34.90497336002154
3723,פני חבר ,PENE HEVER ,پْني حيڤِر,,82880.0,104910.0,70490,31.48575682375715,35.16552181035263
3724,נגוהות ,NEGOHOT ,نِچوهوت,,176980.0,39810.0,157250,31.49297278309338,34.98324615364564
3725,נווה דניאל ,NEWE DANIYYEL ,نِڤي دَنِييل,,154220.0,56740.0,132070,31.678409442250388,35.1429762646042
3726,נוקדים ,NOQEDIM ,نوكديم,,156940.0,65290.0,131640,31.64514217436557,35.243222301071675
3727,עלי זהב ,ALE ZAHAV ,علي زَهاڤ,,112690.0,75260.0,99590,32.06923339393621,35.06744431705435
3730,גבעת זאב ,GIV'AT ZE'EV ,چِڤعات زِئيڤ,Гиват-Зеэв,133830.0,67190.0,112990,31.86254564552463,35.1609481748625
3743,טנא ,TENE ,تيني,,46680.0,143810.0,35780,31.37449263391842,34.956637438640406
3744,ברוכין ,BRUKHIN ,بروخين,,111100.0,77630.0,97200,32.08000150565555,35.08734476810467
3745,מצדות יהודה ,MEZADOT YEHUDA ,مِتْسَدوت يِهودا,,188970.0,55150.0,165000,31.3639397796383,35.11264845152819
3746,קרית נטפים ,QIRYAT NETAFIM ,كِريات نِتَفيم,Кирьят-Натафим,106780.0,82060.0,92780,32.11687282836582,35.11228463774142
3747,דולב ,DOLEV ,دولِڤ,Долев,127140.0,68550.0,108530,31.926450756220405,35.133124894301844
3748,עתניאל ,OTNI'EL ,عُتنيئيل,,181990.0,45270.0,160590,31.43919223146021,35.030212989870726
3749,יצהר ,YIZHAR ,يِتْسهار,,99220.0,94090.0,80920,32.16850675355724,35.23720303196435
3750,אלפי מנשה ,ALFE MENASHE ,ألفي مِنَشي,Альфей-Менаше,102130.0,80880.0,94820,32.16990112347992,35.015027681491105
3751,מגדלים ,MIGDALIM ,مِچدليم,,107030.0,95340.0,82810,32.0902238773315,35.34227501328922
3752,מעלה לבונה ,MA'ALE LEVONA ,مَعلي لِڤونا,,111640.0,85470.0,91070,32.05485951887909,35.24035221744234
3754,אספר ,ASEFAR ,أسفار,,163450.0,59830.0,139060,31.58557933993746,35.18751917968204
3756,סוסיה ,SUSEYA ,سوسيا,,186020.0,54400.0,162180,31.39136158308285,35.11393212046838
3759,אדורה ,ADORA ,أدورا,Адора,169940.0,42780.0,149940,31.552513448782758,35.01785879140645
3760,אורנית ,ORANIT ,أُرَنيت,Оранит,107070.0,76040.0,99370,32.13044931290609,34.990300858651025
3762,איתמר ,ITAMAR ,إيتمار,Итамар,97970.0,99160.0,76550,32.1741937206023,35.307590041384664
3763,גבע בנימין ,GEVA BINYAMIN ,چيڤع بِنيَمين,Гева-Биньямин,134020.0,75290.0,109560,31.84989597207973,35.27581220818108
3764,חגי ,HAGGAI ,حَچاي,,175390.0,48940.0,153210,31.492869004040948,35.08020177355035
3765,עלי ,ELI ,عِلي,,109470.0,88620.0,88110,32.0689062018903,35.26107363629625
3766,כרמי צור ,KARME ZUR ,كرمي تْسور,,162340.0,51250.0,140680,31.608670601134154,35.10013835110722
3767,נחליאל ,NAHALI'EL ,نحَليئيل,,121810.0,72450.0,103750,31.973939852898045,35.140144500529644
3768,פדואל ,PEDU'EL ,پدوئيل,,113990.0,73750.0,101100,32.06184682906168,35.051782958318526
3769,הר אדר ,HAR ADAR ,هار أدار,,138120.0,62000.0,118140,31.82672717100979,35.12943493014462
3770,חשמונאים ,HASHMONA'IM ,حشمونَئيم,Хашмонаим,128680.0,61190.0,114010,31.931243729653353,35.02375799842497
3777,סנסנה ,SANSANNA,سنْسنا,,192590.0,37210.0,173510,31.362984491463667,34.90324898379301
3779,כוכב יעקב ,KOKHAV YA'AQOV ,كوخاڤ يعكوڤ,Кохав Яаков,98000.0,83210.0,93550,31.88215597975123,35.24289624590674
3780,ביתר עילית ,BETAR ILLIT ,بيتار عِليت,Бейтар-Илит,152450.0,54740.0,131360,31.69833161991431,35.11316287344733
3781,קדר ,QEDAR ,كِدار,,144390.0,74420.0,117990,31.753964287537915,35.3103743992484
3782,רותם ,ROTEM ,روتيم,,80750.0,125980.0,50890,32.33671219882341,35.51824680568583
3784,שמעה ,SHIM'A ,شِمعا,,187950.0,45460.0,166490,31.387618394471396,35.01255104037449
3785,משכיות ,MASKIYYOT ,مَسْكِيوت,,82620.0,123420.0,53460,32.31816812227997,35.50223381650534
3786,אבנת ,AVENAT ,أڤنات,Авенат,152680.0,83920.0,122310,31.679019609871972,35.43728276143135
3787,נעלה ,NA'ALE ,نَعَلي,,124450.0,66310.0,108970,31.960986490623476,35.060192562820745
3788,טלמון ,TALMON ,تَلمون,,125830.0,69560.0,107310,31.936295589450378,35.139644303868444
3790,נופים ,NOFIM ,نوفيم,,102850.0,84630.0,90320,32.155483706276286,35.10265278535274
3791,צופים ,ZUFIN ,تْسوفيم,,141550.0,37140.0,138000,32.19686688617555,35.01003943926055
3793,אבני חפץ ,AVNE HEFEZ ,أڤني حيفِتس,,89120.0,94340.0,82320,32.286150996811095,35.07212428911072
3794,בת עין ,BAT AYIN ,بات عايِن,,157000.0,52340.0,135840,31.658822587784456,35.10001821024583
3795,רבבה ,REVAVA ,رِڤَڤا,,106260.0,83170.0,91660,32.11882554938316,35.12770993682767
3796,כפר האורנים ,KEFAR HAORANIM ,كفار هَؤُرَنيم,,129650.0,61180.0,114300,31.91992187490448,35.036886740730665
3797,מודיעין עילית ,MODI'IN ILLIT ,موديعين عِليت,Модиин-Илит,129040.0,62320.0,113290,31.932240092420788,35.045618552037446
3822,רחלים ,REHELIM ,رِحِليم,,106190.0,90260.0,85730,32.10195790332842,35.25647383523346
3823,גני מודיעין ,GANNE MODIIN ,چَني موديعين,,139350.0,43400.0,131450,inf,inf
